epoch,acc,iou,loss,lr,val_acc,val_iou,val_loss
23,0.9640647172927856,0.8660280108451843,0.05925761163234711,1e-04,0.9674783945083618,0.8565995097160339,0.05307533219456673
24,0.9641303420066833,0.8700503706932068,0.05710642784833908,1e-04,0.9620214700698853,0.8394107818603516,0.06508418172597885
25,0.9640493988990784,0.8736606240272522,0.05536949634552002,1e-04,0.855339765548706,0.5005167126655579,0.36214467883110046
26,0.9635416269302368,0.8758183121681213,0.05540722236037254,1e-04,0.9617350101470947,0.8528083562850952,0.060939155519008636
27,0.9624010324478149,0.8762581944465637,0.05701559782028198,1e-04,0.9701238870620728,0.8893048167228699,0.039383839815855026
28,0.9640078544616699,0.8833482265472412,0.051075082272291183,1e-04,0.9686985015869141,0.886570930480957,0.041972436010837555
29,0.9646866321563721,0.8882024884223938,0.04812563210725784,1e-04,0.970001220703125,0.8958454132080078,0.036888062953948975
30,0.964921236038208,0.8918749690055847,0.045975957065820694,1e-04,0.9661568999290466,0.8815895318984985,0.046921808272600174
31,0.9648995399475098,0.8950053453445435,0.04477663338184357,1e-04,0.9691550731658936,0.8987470865249634,0.037374623119831085
32,0.9653052091598511,0.8990504741668701,0.04234699904918671,1e-04,0.966277003288269,0.8869432210922241,0.04474513232707977
33,0.9653842449188232,0.9021376371383667,0.040970329195261,1e-04,0.9674460887908936,0.8978234529495239,0.04032733291387558
34,0.9642345905303955,0.899192214012146,0.044357046484947205,1e-05,0.9680946469306946,0.9008652567863464,0.0387096181511879
35,0.9652748703956604,0.9035111665725708,0.0404166541993618,1e-05,0.9679333567619324,0.9003793001174927,0.03909764811396599
36,0.9655122756958008,0.9045162796974182,0.03955380991101265,1e-05,0.9677454233169556,0.9002760052680969,0.039555035531520844
37,0.9656131863594055,0.9052045941352844,0.03907768800854683,1e-05,0.9674546122550964,0.8995839953422546,0.04027556627988815
38,0.9657154679298401,0.9057989716529846,0.03865177556872368,1e-06,0.967479944229126,0.9002678990364075,0.0400560162961483
39,0.965722382068634,0.9058424830436707,0.038614578545093536,1e-06,0.9674777984619141,0.9005345106124878,0.03999335318803787
40,0.9657288789749146,0.9058866500854492,0.038579054176807404,1e-06,0.9674707651138306,0.9006583094596863,0.03997281193733215
41,0.9657345414161682,0.905931830406189,0.03854438289999962,1e-06,0.9674591422080994,0.9006983041763306,0.03998258337378502
42,0.965745210647583,0.9059874415397644,0.03850175812840462,1e-07,0.9674506187438965,0.9006974101066589,0.03999975323677063
43,0.9657455086708069,0.9059919714927673,0.038498226553201675,1e-07,0.9674463868141174,0.9007002115249634,0.04000630974769592
44,0.9657461047172546,0.9059967398643494,0.03849469870328903,1e-07,0.9674449563026428,0.9007055163383484,0.04000852629542351
45,0.9657467007637024,0.9060013890266418,0.038491182029247284,1e-07,0.9674425721168518,0.9007072448730469,0.04001042619347572
